first_line,text,len,note,text_raw,len_raw
  To hear an oriole sing,"  To hear an oriole sing
  
  May be a common thing,
  
  Or only a divine.
  

  It is not of the bird
  
  Who sings the same, unheard,
  
  As unto crowd.
  

  The fashion of the ear
  
  Attireth that it hear
  
  In dun or fair.
  

  So whether it be rune,
  
  Or whether it be none,
  
  Is of within;
  

  The ""tune is in the tree,""
  
  The sceptic showeth me;
  
  ""No, sir! In thee!""",397,,to hear an oriole sing may be a common thing or only a divine it is not of the bird who sings the same unheard as unto crowd the fashion of the ear attireth that it hear in dun or fair so whether it be rune or whether it be none is of within the tune is in the tree the sceptic showeth me no sir in thee,303
"  One of the ones that Midas touched,","  One of the ones that Midas touched,
  
  Who failed to touch us all,
  
  Was that confiding prodigal,
  
  The blissful oriole.
  

  So drunk, he disavows it
  
  With badinage divine;
  
  So dazzling, we mistake him
  
  For an alighting mine.
  

  A pleader, a dissembler,
  
  An epicure, a thief, —
  
  Betimes an oratorio,
  
  An ecstasy in chief;
  

  The Jesuit of orchards,
  
  He cheats as he enchants
  
  Of an entire attar
  
  For his decamping wants.
  

  The splendor of a Burmah,
  
  The meteor of birds,
  
  Departing like a pageant
  
  Of ballads and of bards.
  

  I never thought that Jason sought
  
  For any golden fleece;
  
  But then I am a rural man,
  
  With thoughts that make for peace.
  

  But if there were a Jason,
  
  Tradition suffer me
  
  Behold his lost emolument
  
  Upon the apple-tree.",847,,one of the ones that midas touched who failed to touch us all was that confiding prodigal the blissful oriole so drunk he disavows it with badinage divine so dazzling we mistake him for an alighting mine a pleader a dissembler an epicure a thief betimes an oratorio an ecstasy in chief the jesuit of orchards he cheats as he enchants of an entire attar for his decamping wants the splendor of a burmah the meteor of birds departing like a pageant of ballads and of bards i never thought that jason sought for any golden fleece but then i am a rural man with thoughts that make for peace but if there were a jason tradition suffer me behold his lost emolument upon the appletree,677
"  I dreaded that first robin so,","  I dreaded that first robin so,
  
  But he is mastered now,
  
  And I 'm accustomed to him grown, —
  
  He hurts a little, though.
  

  I thought if I could only live
  
  Till that first shout got by,
  
  Not all pianos in the woods
  
  Had power to mangle me.
  

  I dared not meet the daffodils,
  
  For fear their yellow gown
  
  Would pierce me with a fashion
  
  So foreign to my own.
  

  I wished the grass would hurry,
  
  So when 't was time to see,
  
  He 'd be too tall, the tallest one
  
  Could stretch to look at me.
  

  I could not bear the bees should come,
  
  I wished they 'd stay away
  
  In those dim countries where they go:
  
  What word had they for me?
  

  They 're here, though; not a creature failed,
  
  No blossom stayed away
  
  In gentle deference to me,
  
  The Queen of Calvary.
  

  Each one salutes me as he goes,
  
  And I my childish plumes
  
  Lift, in bereaved acknowledgment
  
  Of their unthinking drums.",975,,i dreaded that first robin so but he is mastered now and i m accustomed to him grown he hurts a little though i thought if i could only live till that first shout got by not all pianos in the woods had power to mangle me i dared not meet the daffodils for fear their yellow gown would pierce me with a fashion so foreign to my own i wished the grass would hurry so when t was time to see he d be too tall the tallest one could stretch to look at me i could not bear the bees should come i wished they d stay away in those dim countries where they go what word had they for me they re here though not a creature failed no blossom stayed away in gentle deference to me the queen of calvary each one salutes me as he goes and i my childish plumes lift in bereaved acknowledgment of their unthinking drums,801
  A route of evanescence,"  A route of evanescence
  
  With a revolving wheel;
  
  A resonance of emerald,
  
  A rush of cochineal;
  
  And every blossom on the bush
  
  Adjusts its tumbled head, —
  
  The mail from Tunis, probably,
  
  An easy morning's ride.",241,,a route of evanescence with a revolving wheel a resonance of emerald a rush of cochineal and every blossom on the bush adjusts its tumbled head the mail from tunis probably an easy mornings ride,194
  The skies can't keep their secret!,"  The skies can't keep their secret!
  
  They tell it to the hills —
  
  The hills just tell the orchards —
  
  And they the daffodils!
  

  A bird, by chance, that goes that way
  
  Soft overheard the whole.
  
  If I should bribe the little bird,
  
  Who knows but she would tell?
  

  I think I won't, however,
  
  It's finer not to know;
  
  If summer were an axiom,
  
  What sorcery had snow?
  

  So keep your secret, Father!
  
  I would not, if I could,
  
  Know what the sapphire fellows do,
  
  In your new-fashioned world!",546,,the skies cant keep their secret they tell it to the hills the hills just tell the orchards and they the daffodils a bird by chance that goes that way soft overheard the whole if i should bribe the little bird who knows but she would tell i think i wont however its finer not to know if summer were an axiom what sorcery had snow so keep your secret father i would not if i could know what the sapphire fellows do in your newfashioned world,440
"  Who robbed the woods,","  Who robbed the woods,
  
  The trusting woods?
  
  The unsuspecting trees
  
  Brought out their burrs and mosses
  
  His fantasy to please.
  
  He scanned their trinkets, curious,
  
  He grasped, he bore away.
  
  What will the solemn hemlock,
  
  What will the fir-tree say?",284,,who robbed the woods the trusting woods the unsuspecting trees brought out their burrs and mosses his fantasy to please he scanned their trinkets curious he grasped he bore away what will the solemn hemlock what will the firtree say,232
  Two butterflies went out at noon,"  Two butterflies went out at noon
  
  And waltzed above a stream,
  
  Then stepped straight through the firmament
  
  And rested on a beam;
  

  And then together bore away
  
  Upon a shining sea, —
  
  Though never yet, in any port,
  
  Their coming mentioned be.
  

  If spoken by the distant bird,
  
  If met in ether sea
  
  By frigate or by merchantman,
  
  Report was not to me.",396,,two butterflies went out at noon and waltzed above a stream then stepped straight through the firmament and rested on a beam and then together bore away upon a shining sea though never yet in any port their coming mentioned be if spoken by the distant bird if met in ether sea by frigate or by merchantman report was not to me,326
"  I started early, took my dog,","  I started early, took my dog,
  
  And visited the sea;
  
  The mermaids in the basement
  
  Came out to look at me,
  

  And frigates in the upper floor
  
  Extended hempen hands,
  
  Presuming me to be a mouse
  
  Aground, upon the sands.
  

  But no man moved me till the tide
  
  Went past my simple shoe,
  
  And past my apron and my belt,
  
  And past my bodice too,
  

  And made as he would eat me up
  
  As wholly as a dew
  
  Upon a dandelion's sleeve —
  
  And then I started too.
  

  And he — he followed close behind;
  
  I felt his silver heel
  
  Upon my ankle, — then my shoes
  
  Would overflow with pearl.
  

  Until we met the solid town,
  
  No man he seemed to know;
  
  And bowing with a mighty look
  
  At me, the sea withdrew.",775,,i started early took my dog and visited the sea the mermaids in the basement came out to look at me and frigates in the upper floor extended hempen hands presuming me to be a mouse aground upon the sands but no man moved me till the tide went past my simple shoe and past my apron and my belt and past my bodice too and made as he would eat me up as wholly as a dew upon a dandelions sleeve and then i started too and he he followed close behind i felt his silver heel upon my ankle then my shoes would overflow with pearl until we met the solid town no man he seemed to know and bowing with a mighty look at me the sea withdrew,628
"  Arcturus is his other name, —","  Arcturus is his other name, —
  
  I'd rather call him star!
  
  It's so unkind of science
  
  To go and interfere!
  

  I pull a flower from the woods, —
  
  A monster with a glass
  
  Computes the stamens in a breath,
  
  And has her in a class.
  

  Whereas I took the butterfly
  
  Aforetime in my hat,
  
  He sits erect in cabinets,
  
  The clover-bells forgot.
  

  What once was heaven, is zenith now.
  
  Where I proposed to go
  
  When time's brief masquerade was done,
  
  Is mapped, and charted too!
  

  What if the poles should frisk about
  
  And stand upon their heads!
  
  I hope I 'm ready for the worst,
  
  Whatever prank betides!
  

  Perhaps the kingdom of Heaven 's changed!
  
  I hope the children there
  
  Won't be new-fashioned when I come,
  
  And laugh at me, and stare!
  

  I hope the father in the skies
  
  Will lift his little girl, —
  
  Old-fashioned, naughty, everything, —
  
  Over the stile of pearl!",966,,arcturus is his other name id rather call him star its so unkind of science to go and interfere i pull a flower from the woods a monster with a glass computes the stamens in a breath and has her in a class whereas i took the butterfly aforetime in my hat he sits erect in cabinets the cloverbells forgot what once was heaven is zenith now where i proposed to go when times brief masquerade was done is mapped and charted too what if the poles should frisk about and stand upon their heads i hope i m ready for the worst whatever prank betides perhaps the kingdom of heaven s changed i hope the children there wont be newfashioned when i come and laugh at me and stare i hope the father in the skies will lift his little girl oldfashioned naughty everything over the stile of pearl,780
"  An awful tempest mashed the air,","  An awful tempest mashed the air,
  
  The clouds were gaunt and few;
  
  A black, as of a spectre's cloak,
  
  Hid heaven and earth from view.
  

  The creatures chuckled on the roofs
  
  And whistled in the air,
  
  And shook their fists and gnashed their teeth.
  
  And swung their frenzied hair.
  

  The morning lit, the birds arose;
  
  The monster's faded eyes
  
  Turned slowly to his native coast,
  
  And peace was Paradise!",445,,an awful tempest mashed the air the clouds were gaunt and few a black as of a spectres cloak hid heaven and earth from view the creatures chuckled on the roofs and whistled in the air and shook their fists and gnashed their teeth and swung their frenzied hair the morning lit the birds arose the monsters faded eyes turned slowly to his native coast and peace was paradise,372
"  An everywhere of silver,","  An everywhere of silver,
  
  With ropes of sand
  
  To keep it from effacing
  
  The track called land.",108,,an everywhere of silver with ropes of sand to keep it from effacing the track called land,89
  A bird came down the walk:,"  A bird came down the walk:
  
  He did not know I saw;
  
  He bit an angle-worm in halves
  
  And ate the fellow, raw.
  

  And then he drank a dew
  
  From a convenient grass,
  
  And then hopped sidewise to the wall
  
  To let a beetle pass.
  

  He glanced with rapid eyes
  
  That hurried all abroad, —
  
  They looked like frightened beads, I thought;
  
  He stirred his velvet head
  

  Like one in danger; cautious,
  
  I offered him a crumb,
  
  And he unrolled his feathers
  
  And rowed him softer home
  

  Than oars divide the ocean,
  
  Too silver for a seam,
  
  Or butterflies, off banks of noon,
  
  Leap, splashless, as they swim.",667,,a bird came down the walk he did not know i saw he bit an angleworm in halves and ate the fellow raw and then he drank a dew from a convenient grass and then hopped sidewise to the wall to let a beetle pass he glanced with rapid eyes that hurried all abroad they looked like frightened beads i thought he stirred his velvet head like one in danger cautious i offered him a crumb and he unrolled his feathers and rowed him softer home than oars divide the ocean too silver for a seam or butterflies off banks of noon leap splashless as they swim,544
  A narrow fellow in the grass,"  A narrow fellow in the grass
  
  Occasionally rides;
  
  You may have met him, — did you not,
  
  His notice sudden is.
  

  The grass divides as with a comb,
  
  A spotted shaft is seen;
  
  And then it closes at your feet
  
  And opens further on.
  

  He likes a boggy acre,
  
  A floor too cool for corn.
  
  Yet when a child, and barefoot,
  
  I more than once, at morn,
  

  Have passed, I thought, a whip-lash
  
  Unbraiding in the sun, —
  
  When, stooping to secure it,
  
  It wrinkled, and was gone.
  

  Several of nature's people
  
  I know, and they know me;
  
  I feel for them a transport
  
  Of cordiality;
  

  But never met this fellow,
  
  Attended or alone,
  
  Without a tighter breathing,
  
  And zero at the bone.",761,,a narrow fellow in the grass occasionally rides you may have met him did you not his notice sudden is the grass divides as with a comb a spotted shaft is seen and then it closes at your feet and opens further on he likes a boggy acre a floor too cool for corn yet when a child and barefoot i more than once at morn have passed i thought a whiplash unbraiding in the sun when stooping to secure it it wrinkled and was gone several of natures people i know and they know me i feel for them a transport of cordiality but never met this fellow attended or alone without a tighter breathing and zero at the bone,606
"  The mushroom is the elf of plants,","  The mushroom is the elf of plants,
  
  At evening it is not;
  
  At morning in a truffled hut
  
  It stops upon a spot
  

  As if it tarried always;
  
  And yet its whole career
  
  Is shorter than a snake's delay,
  
  And fleeter than a tare.
  

  'T is vegetation's juggler,
  
  The germ of alibi;
  
  Doth like a bubble antedate,
  
  And like a bubble hie.
  

  I feel as if the grass were pleased
  
  To have it intermit;
  
  The surreptitious scion
  
  Of summer's circumspect.
  

  Had nature any outcast face,
  
  Could she a son contemn,
  
  Had nature an Iscariot,
  
  That mushroom, — it is him.",626,,the mushroom is the elf of plants at evening it is not at morning in a truffled hut it stops upon a spot as if it tarried always and yet its whole career is shorter than a snakes delay and fleeter than a tare t is vegetations juggler the germ of alibi doth like a bubble antedate and like a bubble hie i feel as if the grass were pleased to have it intermit the surreptitious scion of summers circumspect had nature any outcast face could she a son contemn had nature an iscariot that mushroom it is him,503
  There came a wind like a bugle;,"  There came a wind like a bugle;
  
  It quivered through the grass,
  
  And a green chill upon the heat
  
  So ominous did pass
  
  We barred the windows and the doors
  
  As from an emerald ghost;
  
  The doom's electric moccason
  
  That very instant passed.
  
  On a strange mob of panting trees,
  
  And fences fled away,
  
  And rivers where the houses ran
  
  The living looked that day.
  
  The bell within the steeple wild
  
  The flying tidings whirled.
  
  How much can come
  
  And much can go,
  
  And yet abide the world!",551,,there came a wind like a bugle it quivered through the grass and a green chill upon the heat so ominous did pass we barred the windows and the doors as from an emerald ghost the dooms electric moccason that very instant passed on a strange mob of panting trees and fences fled away and rivers where the houses ran the living looked that day the bell within the steeple wild the flying tidings whirled how much can come and much can go and yet abide the world,458
  A spider sewed at night,"  A spider sewed at night
  
  Without a light
  
  Upon an arc of white.
  
  If ruff it was of dame
  
  Or shroud of gnome,
  
  Himself, himself inform.
  
  Of immortality
  
  His strategy
  
  Was physiognomy.",216,,a spider sewed at night without a light upon an arc of white if ruff it was of dame or shroud of gnome himself himself inform of immortality his strategy was physiognomy,169
  I know a place where summer strives,"  I know a place where summer strives
  
  With such a practised frost,
  
  She each year leads her daisies back,
  
  Recording briefly, ""Lost.""
  

  But when the south wind stirs the pools
  
  And struggles in the lanes,
  
  Her heart misgives her for her vow,
  
  And she pours soft refrains
  

  Into the lap of adamant,
  
  And spices, and the dew,
  
  That stiffens quietly to quartz,
  
  Upon her amber shoe.",424,,i know a place where summer strives with such a practised frost she each year leads her daisies back recording briefly lost but when the south wind stirs the pools and struggles in the lanes her heart misgives her for her vow and she pours soft refrains into the lap of adamant and spices and the dew that stiffens quietly to quartz upon her amber shoe,352
  The one that could repeat the summer day,"  The one that could repeat the summer day
  
  Were greater than itself, though he
  
  Minutest of mankind might be.
  
  And who could reproduce the sun,
  
  At period of going down —
  
  The lingering and the stain, I mean —
  
  When Orient has been outgrown,
  
  And Occident becomes unknown,
  
  His name remain.",323,,the one that could repeat the summer day were greater than itself though he minutest of mankind might be and who could reproduce the sun at period of going down the lingering and the stain i mean when orient has been outgrown and occident becomes unknown his name remain,270
"  The wind tapped like a tired man,","  The wind tapped like a tired man,
  
  And like a host, ""Come in,""
  
  I boldly answered; entered then
  
  My residence within
  

  A rapid, footless guest,
  
  To offer whom a chair
  
  Were as impossible as hand
  
  A sofa to the air.
  

  No bone had he to bind him,
  
  His speech was like the push
  
  Of numerous humming-birds at once
  
  From a superior bush.
  

  His countenance a billow,
  
  His fingers, if he pass,
  
  Let go a music, as of tunes
  
  Blown tremulous in glass.
  

  He visited, still flitting;
  
  Then, like a timid man,
  
  Again he tapped — 't was flurriedly —
  
  And I became alone.",635,,the wind tapped like a tired man and like a host come in i boldly answered entered then my residence within a rapid footless guest to offer whom a chair were as impossible as hand a sofa to the air no bone had he to bind him his speech was like the push of numerous hummingbirds at once from a superior bush his countenance a billow his fingers if he pass let go a music as of tunes blown tremulous in glass he visited still flitting then like a timid man again he tapped t was flurriedly and i became alone,507
  Nature rarer uses yellow,"  Nature rarer uses yellow
  
  Than another hue;
  
  Saves she all of that for sunsets, —
  
  Prodigal of blue,
  

  Spending scarlet like a woman,
  
  Yellow she affords
  
  Only scantly and selectly,
  
  Like a lover's words.",234,,nature rarer uses yellow than another hue saves she all of that for sunsets prodigal of blue spending scarlet like a woman yellow she affords only scantly and selectly like a lovers words,187
"  The leaves, like women, interchange","  The leaves, like women, interchange
  
  Sagacious confidence;
  
  Somewhat of nods, and somewhat of
  
  Portentous inference,
  

  The parties in both cases
  
  Enjoining secrecy, —
  
  Inviolable compact
  
  To notoriety.",231,,the leaves like women interchange sagacious confidence somewhat of nods and somewhat of portentous inference the parties in both cases enjoining secrecy inviolable compact to notoriety,184
  How happy is the little stone,"  How happy is the little stone
  
  That rambles in the road alone,
  
  And doesn't care about careers,
  
  And exigencies never fears;
  
  Whose coat of elemental brown
  
  A passing universe put on;
  
  And independent as the sun,
  
  Associates or glows alone,
  
  Fulfilling absolute decree
  
  In casual simplicity.",329,,how happy is the little stone that rambles in the road alone and doesnt care about careers and exigencies never fears whose coat of elemental brown a passing universe put on and independent as the sun associates or glows alone fulfilling absolute decree in casual simplicity,274
"  It sounded as if the streets were running,","  It sounded as if the streets were running,
  
  And then the streets stood still.
  
  Eclipse was all we could see at the window,
  
  And awe was all we could feel.
  

  By and by the boldest stole out of his covert,
  
  To see if time was there.
  
  Nature was in her beryl apron,
  
  Mixing fresher air.",313,,it sounded as if the streets were running and then the streets stood still eclipse was all we could see at the window and awe was all we could feel by and by the boldest stole out of his covert to see if time was there nature was in her beryl apron mixing fresher air,267
  The rat is the concisest tenant.,"  The rat is the concisest tenant.
  
  He pays no rent, —
  
  Repudiates the obligation,
  
  On schemes intent.
  

  Balking our wit
  
  To sound or circumvent,
  
  Hate cannot harm
  
  A foe so reticent.
  

  Neither decree
  
  Prohibits him,
  
  Lawful as
  
  Equilibrium.",285,,the rat is the concisest tenant he pays no rent repudiates the obligation on schemes intent balking our wit to sound or circumvent hate cannot harm a foe so reticent neither decree prohibits him lawful as equilibrium,216
"  Frequently the woods are pink,","  Frequently the woods are pink,
  
  Frequently are brown;
  
  Frequently the hills undress
  
  Behind my native town.
  

  Oft a head is crested
  
  I was wont to see,
  
  And as oft a cranny
  
  Where it used to be.
  

  And the earth, they tell me,
  
  On its axis turned, —
  
  Wonderful rotation
  
  By but twelve performed!",340,,frequently the woods are pink frequently are brown frequently the hills undress behind my native town oft a head is crested i was wont to see and as oft a cranny where it used to be and the earth they tell me on its axis turned wonderful rotation by but twelve performed,270
  The wind begun to rock the grass,"  The wind begun to rock the grass
  
  With threatening tunes and low, —
  
  He flung a menace at the earth,
  
  A menace at the sky.
  

  The leaves unhooked themselves from trees
  
  And started all abroad;
  
  The dust did scoop itself like hands
  
  And throw away the road.
  

  The wagons quickened on the streets,
  
  The thunder hurried slow;
  
  The lightning showed a yellow beak,
  
  And then a livid claw.
  

  The birds put up the bars to nests,
  
  The cattle fled to barns;
  
  There came one drop of giant rain,
  
  And then, as if the hands
  

  That held the dams had parted hold,
  
  The waters wrecked the sky,
  
  But overlooked my father's house,
  
  Just quartering a tree.",715,,the wind begun to rock the grass with threatening tunes and low he flung a menace at the earth a menace at the sky the leaves unhooked themselves from trees and started all abroad the dust did scoop itself like hands and throw away the road the wagons quickened on the streets the thunder hurried slow the lightning showed a yellow beak and then a livid claw the birds put up the bars to nests the cattle fled to barns there came one drop of giant rain and then as if the hands that held the dams had parted hold the waters wrecked the sky but overlooked my fathers house just quartering a tree,594
"  South winds jostle them,","  South winds jostle them,
  
  Bumblebees come,
  
  Hover, hesitate,
  
  Drink, and are gone.
  

  Butterflies pause
  
  On their passage Cashmere;
  
  I, softly plucking,
  
  Present them here!",201,,south winds jostle them bumblebees come hover hesitate drink and are gone butterflies pause on their passage cashmere i softly plucking present them here,153
  Where ships of purple gently toss,"  Where ships of purple gently toss
  
  On seas of daffodil,
  
  Fantastic sailors mingle,
  
  And then — the wharf is still.",128,,where ships of purple gently toss on seas of daffodil fantastic sailors mingle and then the wharf is still,106
"  She sweeps with many-colored brooms,","  She sweeps with many-colored brooms,
  
  And leaves the shreds behind;
  
  Oh, housewife in the evening west,
  
  Come back, and dust the pond!
  

  You dropped a purple ravelling in,
  
  You dropped an amber thread;
  
  And now you 've littered all the East
  
  With duds of emerald!
  

  And still she plies her spotted brooms,
  
  And still the aprons fly,
  
  Till brooms fade softly into stars —
  
  And then I come away.",439,,she sweeps with manycolored brooms and leaves the shreds behind oh housewife in the evening west come back and dust the pond you dropped a purple ravelling in you dropped an amber thread and now you ve littered all the east with duds of emerald and still she plies her spotted brooms and still the aprons fly till brooms fade softly into stars and then i come away,364
  Like mighty footlights burned the red,"  Like mighty footlights burned the red
  
  At bases of the trees, —
  
  The far theatricals of day
  
  Exhibiting to these.
  

  'T was universe that did applaud
  
  While, chiefest of the crowd,
  
  Enabled by his royal dress,
  
  Myself distinguished God.",265,,like mighty footlights burned the red at bases of the trees the far theatricals of day exhibiting to these t was universe that did applaud while chiefest of the crowd enabled by his royal dress myself distinguished god,218
"  Bring me the sunset in a cup,","  Bring me the sunset in a cup,
  
  Reckon the morning's flagons up,
  
  And say how many dew;
  
  Tell me how far the morning leaps,
  
  Tell me what time the weaver sleeps
  
  Who spun the breadths of blue!
  

  Write me how many notes there be
  
  In the new robin's ecstasy
  
  Among astonished boughs;
  
  How many trips the tortoise makes,
  
  How many cups the bee partakes, —
  
  The debauchee of dews!
  

  Also, who laid the rainbow's piers,
  
  Also, who leads the docile spheres
  
  By withes of supple blue?
  
  Whose fingers string the stalactite,
  
  Who counts the wampum of the night,
  
  To see that none is due?
  

  Who built this little Alban house
  
  And shut the windows down so close
  
  My spirit cannot see?
  
  Who 'll let me out some gala day,
  
  With implements to fly away,
  
  Passing pomposity?",851,,bring me the sunset in a cup reckon the mornings flagons up and say how many dew tell me how far the morning leaps tell me what time the weaver sleeps who spun the breadths of blue write me how many notes there be in the new robins ecstasy among astonished boughs how many trips the tortoise makes how many cups the bee partakes the debauchee of dews also who laid the rainbows piers also who leads the docile spheres by withes of supple blue whose fingers string the stalactite who counts the wampum of the night to see that none is due who built this little alban house and shut the windows down so close my spirit cannot see who ll let me out some gala day with implements to fly away passing pomposity,705
"  Blazing in gold and quenching in purple,","  Blazing in gold and quenching in purple,
  
  Leaping like leopards to the sky,
  
  Then at the feet of the old horizon
  
  Laying her spotted face, to die;
  

  Stooping as low as the otter's window,
  
  Touching the roof and tinting the barn,
  
  Kissing her bonnet to the meadow, —
  
  And the juggler of day is gone!",328,,blazing in gold and quenching in purple leaping like leopards to the sky then at the feet of the old horizon laying her spotted face to die stooping as low as the otters window touching the roof and tinting the barn kissing her bonnet to the meadow and the juggler of day is gone,279
"  Farther in summer than the birds,","  Farther in summer than the birds,
  
  Pathetic from the grass,
  
  A minor nation celebrates
  
  Its unobtrusive mass.
  

  No ordinance is seen,
  
  So gradual the grace,
  
  A pensive custom it becomes,
  
  Enlarging loneliness.
  

  Antiquest felt at noon
  
  When August, burning low,
  
  Calls forth this spectral canticle,
  
  Repose to typify.
  

  Remit as yet no grace,
  
  No furrow on the glow,
  
  Yet a druidic difference
  
  Enhances nature now.",476,,farther in summer than the birds pathetic from the grass a minor nation celebrates its unobtrusive mass no ordinance is seen so gradual the grace a pensive custom it becomes enlarging loneliness antiquest felt at noon when august burning low calls forth this spectral canticle repose to typify remit as yet no grace no furrow on the glow yet a druidic difference enhances nature now,382
  As imperceptibly as grief,"  As imperceptibly as grief
  
  The summer lapsed away, —
  
  Too imperceptible, at last,
  
  To seem like perfidy.
  

  A quietness distilled,
  
  As twilight long begun,
  
  Or Nature, spending with herself
  
  Sequestered afternoon.
  

  The dusk drew earlier in,
  
  The morning foreign shone, —
  
  A courteous, yet harrowing grace,
  
  As guest who would be gone.
  

  And thus, without a wing,
  
  Or service of a keel,
  
  Our summer made her light escape
  
  Into the beautiful.",502,,as imperceptibly as grief the summer lapsed away too imperceptible at last to seem like perfidy a quietness distilled as twilight long begun or nature spending with herself sequestered afternoon the dusk drew earlier in the morning foreign shone a courteous yet harrowing grace as guest who would be gone and thus without a wing or service of a keel our summer made her light escape into the beautiful,401
"  It can't be summer, — that got through;","  It can't be summer, — that got through;
  
  It 's early yet for spring;
  
  There 's that long town of white to cross
  
  Before the blackbirds sing.
  

  It can't be dying, — it's too rouge, —
  
  The dead shall go in white.
  
  So sunset shuts my question down
  
  With clasps of chrysolite.",302,,it cant be summer that got through it s early yet for spring there s that long town of white to cross before the blackbirds sing it cant be dying its too rouge the dead shall go in white so sunset shuts my question down with clasps of chrysolite,245
"  The gentian weaves her fringes,","  The gentian weaves her fringes,
  
  The maple's loom is red.
  
  My departing blossoms
  
  Obviate parade.
  

  A brief, but patient illness,
  
  An hour to prepare;
  
  And one, below this morning,
  
  Is where the angels are.
  

  It was a short procession, —
  
  The bobolink was there,
  
  An aged bee addressed us,
  
  And then we knelt in prayer.
  

  We trust that she was willing, —
  
  We ask that we may be.
  
  Summer, sister, seraph,
  
  Let us go with thee!
  

  In the name of the bee
  
  And of the butterfly
  
  And of the breeze, amen!",572,,the gentian weaves her fringes the maples loom is red my departing blossoms obviate parade a brief but patient illness an hour to prepare and one below this morning is where the angels are it was a short procession the bobolink was there an aged bee addressed us and then we knelt in prayer we trust that she was willing we ask that we may be summer sister seraph let us go with thee in the name of the bee and of the butterfly and of the breeze amen,450
  God made a little gentian;,"  God made a little gentian;
  
  It tried to be a rose
  
  And failed, and all the summer laughed.
  
  But just before the snows
  
  There came a purple creature
  
  That ravished all the hill;
  
  And summer hid her forehead,
  
  And mockery was still.
  
  The frosts were her condition;
  
  The Tyrian would not come
  
  Until the North evoked it.
  
  ""Creator! shall I bloom?""",390,,god made a little gentian it tried to be a rose and failed and all the summer laughed but just before the snows there came a purple creature that ravished all the hill and summer hid her forehead and mockery was still the frosts were her condition the tyrian would not come until the north evoked it creator shall i bloom,321
"  Besides the autumn poets sing,","  Besides the autumn poets sing,
  
  A few prosaic days
  
  A little this side of the snow
  
  And that side of the haze.
  

  A few incisive mornings,
  
  A few ascetic eyes, —
  
  Gone Mr. Bryant's golden-rod,
  
  And Mr. Thomson's sheaves.
  

  Still is the bustle in the brook,
  
  Sealed are the spicy valves;
  
  Mesmeric fingers softly touch
  
  The eyes of many elves.
  

  Perhaps a squirrel may remain,
  
  My sentiments to share.
  
  Grant me, O Lord, a sunny mind,
  
  Thy windy will to bear!",519,,besides the autumn poets sing a few prosaic days a little this side of the snow and that side of the haze a few incisive mornings a few ascetic eyes gone mr bryants goldenrod and mr thomsons sheaves still is the bustle in the brook sealed are the spicy valves mesmeric fingers softly touch the eyes of many elves perhaps a squirrel may remain my sentiments to share grant me o lord a sunny mind thy windy will to bear,417
"  It sifts from leaden sieves,","  It sifts from leaden sieves,
  
  It powders all the wood,
  
  It fills with alabaster wool
  
  The wrinkles of the road.
  

  It makes an even face
  
  Of mountain and of plain, —
  
  Unbroken forehead from the east
  
  Unto the east again.
  

  It reaches to the fence,
  
  It wraps it, rail by rail,
  
  Till it is lost in fleeces;
  
  It flings a crystal veil
  

  On stump and stack and stem, —
  
  The summer's empty room,
  
  Acres of seams where harvests were,
  
  Recordless, but for them.
  

  It ruffles wrists of posts,
  
  As ankles of a queen, —
  
  Then stills its artisans like ghosts,
  
  Denying they have been.",649,,it sifts from leaden sieves it powders all the wood it fills with alabaster wool the wrinkles of the road it makes an even face of mountain and of plain unbroken forehead from the east unto the east again it reaches to the fence it wraps it rail by rail till it is lost in fleeces it flings a crystal veil on stump and stack and stem the summers empty room acres of seams where harvests were recordless but for them it ruffles wrists of posts as ankles of a queen then stills its artisans like ghosts denying they have been,523
  No brigadier throughout the year,"  No brigadier throughout the year
  
  So civic as the jay.
  
  A neighbor and a warrior too,
  
  With shrill felicity
  

  Pursuing winds that censure us
  
  A February day,
  
  The brother of the universe
  
  Was never blown away.
  

  The snow and he are intimate;
  
  I 've often seen them play
  
  When heaven looked upon us all
  
  With such severity,
  

  I felt apology were due
  
  To an insulted sky,
  
  Whose pompous frown was nutriment
  
  To their temerity.
  

  The pillow of this daring head
  
  Is pungent evergreens;
  
  His larder — terse and militant —
  
  Unknown, refreshing things;
  

  His character a tonic,
  
  His future a dispute;
  
  Unfair an immortality
  
  That leaves this neighbor out.",742,,no brigadier throughout the year so civic as the jay a neighbor and a warrior too with shrill felicity pursuing winds that censure us a february day the brother of the universe was never blown away the snow and he are intimate i ve often seen them play when heaven looked upon us all with such severity i felt apology were due to an insulted sky whose pompous frown was nutriment to their temerity the pillow of this daring head is pungent evergreens his larder terse and militant unknown refreshing things his character a tonic his future a dispute unfair an immortality that leaves this neighbor out,601
"  Let down the bars, O Death!","  Let down the bars, O Death!
  
  The tired flocks come in
  
  Whose bleating ceases to repeat,
  
  Whose wandering is done.
  

  Thine is the stillest night,
  
  Thine the securest fold;
  
  Too near thou art for seeking thee,
  
  Too tender to be told.",261,,let down the bars o death the tired flocks come in whose bleating ceases to repeat whose wandering is done thine is the stillest night thine the securest fold too near thou art for seeking thee too tender to be told,215
